,Sample.Name,Phylum,Class,Order,Family,Genus,Normalized.Counts
10513,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,12.3166395
10514,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,11.89606062
10515,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1.582641873
10517,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.067895049
10519,FS908_RNA_CCTCGG_L004_RUN2,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,27.51460255
10521,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,0.053175519
10522,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.216357589
10525,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.044694731
10526,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.200419555
10527,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,0.0535167
10529,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,0.030998744
10530,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,0.168056086
10539,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,0.027684413
10540,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,0.132524507
10541,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,0.038066068
10543,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Thermoplasmata_unclassified,Thermoplasmata_unclassified,Thermoplasmata_unclassified,0.140127972
10544,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,uncultured,uncultured_fa,uncultured_ge,0.033728194
10561,FS908_RNA_CCTCGG_L004_RUN2,Gemmatimonadetes,BD2-11_terrestrial_group,BD2-11_terrestrial_group_or,BD2-11_terrestrial_group_fa,BD2-11_terrestrial_group_ge,0.026270949
10565,FS908_RNA_CCTCGG_L004_RUN2,Hydrothermae,Hydrothermae_cl,Hydrothermae_or,Hydrothermae_fa,Hydrothermae_ge,0.092850013
10575,FS908_RNA_CCTCGG_L004_RUN2,Lentisphaerae,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,0.02086079
10584,FS908_RNA_CCTCGG_L004_RUN2,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,0.135107735
10590,FS908_RNA_CCTCGG_L004_RUN2,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,0.13047742
10591,FS908_RNA_CCTCGG_L004_RUN2,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,0.038212289
10595,FS908_RNA_CCTCGG_L004_RUN2,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.492031958
10597,FS908_RNA_CCTCGG_L004_RUN2,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,0.021348192
10611,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0.215675227
10613,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,Gracilibacteria_or,Gracilibacteria_fa,Gracilibacteria_ge,0.021007011
10615,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0.124189938
10621,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,0.024906224
10622,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,0.02368772
10629,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge,0.02958528
10642,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge,0.028951658
10647,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,0.0178389
10652,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,0.040210635
10654,FS908_RNA_CCTCGG_L004_RUN2,Poribacteria,Poribacteria_cl,Poribacteria_or,Poribacteria_fa,Poribacteria_ge,0.027489453
10659,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,0.041331659
10676,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,0.129161435
10681,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,0.029049138
10682,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,0.00580008
10684,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge,0.01769268
10686,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11_clade_unclassified,0.028610476
10697,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.461423135
10703,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.067358907
10705,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0.033387013
10710,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,0.274748306
10711,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,0.079641428
10712,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,0.035044178
10713,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.569577559
10715,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.049958668
10718,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,0.019106144
10729,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,0.186041207
10731,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,0.338890362
10733,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.493786604
10734,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,0.045815754
10736,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,uncultured,0.057367173
10777,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.467515655
10794,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.619731188
10795,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.934348948
10801,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_unclassified,0.017351498
10808,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.279281141
10829,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,0.043183786
10830,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,0.528733302
10831,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,0.068674891
10843,FS908_RNA_CCTCGG_L004_RUN2,Tunicata,Thaliacea,Salpida,Salpida_fa,Salpida_ge,0.017351498
10844,FS908_RNA_CCTCGG_L004_RUN2,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group_fa,Arctic97B-4_marine_group_ge,0.043330006
10878,FS908_RNA_CCTCGG_L004,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,1.064064017
10880,FS908_RNA_CCTCGG_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,3.042400136
10881,FS908_RNA_CCTCGG_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,3.787629955
10883,FS908_RNA_CCTCGG_L004,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.636946507
10885,FS908_RNA_CCTCGG_L004,Arthropoda,Maxillopoda,Calanoida,Calanoida_fa,Calanoida_ge,0.574623445
10891,FS908_RNA_CCTCGG_L004,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,13.20129988
10893,FS908_RNA_CCTCGG_L004,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,0.116945977
10900,FS908_RNA_CCTCGG_L004,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.269023874
10919,FS908_RNA_CCTCGG_L004,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriales_unclassified,Ignavibacteriales_unclassified,0.057630785
10928,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,0.111652127
10929,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0.207061756
10932,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,0.202730424
10936,FS908_RNA_CCTCGG_L004,Chloroflexi,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,0.056187008
10938,FS908_RNA_CCTCGG_L004,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,0.190698945
10960,FS908_RNA_CCTCGG_L004,Cnidaria,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Hydrozoa_unclassified,0.050050953
10981,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1.497437897
10983,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.742037868
10988,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.149190342
10989,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0.049088435
10994,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,3.280021849
10995,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,1.157187666
10996,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.243878083
10998,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,1.824333185
11001,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,1.477345326
11002,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0.19081926
11004,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.082656262
11005,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,0.169523541
11006,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,12.00513022
11007,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,11.81924387
11008,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1.55579057
11010,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.047043084
11012,FS908_RNA_CCTCGG_L004,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,31.66986102
11014,FS908_RNA_CCTCGG_L004,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,0.046922769
11015,FS908_RNA_CCTCGG_L004,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.090957982
11019,FS908_RNA_CCTCGG_L004,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.154002933
11023,FS908_RNA_CCTCGG_L004,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,0.112013071
11031,FS908_RNA_CCTCGG_L004,Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,0.119352273
11032,FS908_RNA_CCTCGG_L004,Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,0.047043084
11034,FS908_RNA_CCTCGG_L004,Euryarchaeota,Thermoplasmata,Thermoplasmata_unclassified,Thermoplasmata_unclassified,Thermoplasmata_unclassified,0.177945577
11052,FS908_RNA_CCTCGG_L004,Hydrothermae,Hydrothermae_cl,Hydrothermae_or,Hydrothermae_fa,Hydrothermae_ge,0.068699746
11067,FS908_RNA_CCTCGG_L004,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,0.11273496
11072,FS908_RNA_CCTCGG_L004,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,0.132707215
11078,FS908_RNA_CCTCGG_L004,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.529625713
11094,FS908_RNA_CCTCGG_L004,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0.174697077
11098,FS908_RNA_CCTCGG_L004,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0.113938108
11130,FS908_RNA_CCTCGG_L004,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,0.044877417
11151,FS908_RNA_CCTCGG_L004,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,0.188052019
11172,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.439509934
11177,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.04343364
11179,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,0.048727491
11181,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,0.266136319
11182,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,0.122721087
11183,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,0.06075897
11184,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.478371611
11185,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,0.170726689
11200,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,0.237020139
11202,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.412318791
11203,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,0.056908896
11205,FS908_RNA_CCTCGG_L004,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,uncultured,0.052096305
11243,FS908_RNA_CCTCGG_L004,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.471393354
11260,FS908_RNA_CCTCGG_L004,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.678334795
11261,FS908_RNA_CCTCGG_L004,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.941222615
11273,FS908_RNA_CCTCGG_L004,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.344701878
11289,FS908_RNA_CCTCGG_L004,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,0.033928771
11290,FS908_RNA_CCTCGG_L004,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,0.425794048
11291,FS908_RNA_CCTCGG_L004,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,0.072790449
11334,FS908_RNA_CCTCGG_L005,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,1.050174291
11336,FS908_RNA_CCTCGG_L005,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,3.119523752
11337,FS908_RNA_CCTCGG_L005,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,3.952704199
11339,FS908_RNA_CCTCGG_L005,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.679450114
11341,FS908_RNA_CCTCGG_L005,Arthropoda,Maxillopoda,Calanoida,Calanoida_fa,Calanoida_ge,0.625676129
11346,FS908_RNA_CCTCGG_L005,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,13.4561489
11354,FS908_RNA_CCTCGG_L005,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.266972019
11424,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1.572730896
11426,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.779602579
11437,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,3.384597865
11438,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,1.20833307
11439,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.228381277
11441,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,1.95041406
11444,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,1.576526707
11448,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,0.175872562
11449,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,12.4742992
11450,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,12.18202178
11451,FS908_RNA_CCTCGG_L005,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1.56703718
11453,FS908_RNA_CCTCGG_L005,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,33.2936882
11510,FS908_RNA_CCTCGG_L005,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.568738968
11594,FS908_RNA_CCTCGG_L005,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.447905661
